GEOID,County name,Percent of population that is foreign-born,Percent of adults (25 or older) who are not high-school graduates,Percent of population with income below 150 percent of poverty level,Percent of households receiving public assistance income,Percent of persons (ages 16 or older) unemployed,Percent limited-English households,Percent of persons who moved from outside county in past year,Total population,Hispanic_Latino,White,Black or African American,AIAN,Asian,NHPI,Some other race,Two or more races,Tract name,Incorporated (%),Unincorporated (%),Size (sq. mi.),Pop density,AD_overlapped,SD_overlapped,CD_overlapped,Census 2020 Region
06013303207,Contra Costa,19.9,9,31.2,10.1,10.8,5.8,5.5,7113,20.6,21.3,35.2,0.4,11.6,0,0,10.9,Census Tract 3032.07,"Antioch (99.8), Brentwood (0.2)",0,2.2,3067,AD-11,SD-7,CD-9,3
06013303208,Contra Costa,6.3,3.5,4.8,2.7,5.2,0,9,4310,21.9,68.6,2.2,1.7,3.1,0,0,2.4,Census Tract 3032.08,Brentwood (100.0),0,0.9,4330.2,AD-11,SD-7,CD-9,3
06013303209,Contra Costa,19.5,6,3.3,0,6.4,3.2,3.7,5953,30.3,28.6,10.8,0.3,25.7,0,0.5,3.9,Census Tract 3032.09,Brentwood (100.0),0,1.5,3534.2,AD-11,SD-7,CD-9,3
06013303210,Contra Costa,13.8,3.5,5.1,1.9,5.7,2.8,8.3,3706,8.1,83.1,0.5,0,4.1,0,0,4.2,Census Tract 3032.10,Brentwood (100.0),0,1.3,3003.6,AD-11,SD-7,CD-9,3
06013303211,Contra Costa,11.5,1.8,12.1,0,4.9,1,2.5,4761,29.4,41.6,9.6,0,7,4,0.8,7.6,Census Tract 3032.11,Brentwood (89.4),10.6,4,1253.5,AD-11,SD-7,CD-9,3
06013304001,Contra Costa,11.7,1.5,8.3,1.5,4.8,1.8,9.4,5340,10.3,62,10.2,0,11.6,0,0.5,5.3,Census Tract 3040.01,Brentwood (99.2),0.8,11.2,514.8,"AD-11, AD-14",SD-7,"CD-11, CD-9",3
06013304002,Contra Costa,15,12.4,21.3,2.3,10.9,4.8,4.4,2170,32.3,62.4,1.9,0.7,2.4,0,0,0.2,Census Tract 3040.02,none,100,32.8,39.4,"AD-11, AD-14",SD-7,"CD-11, CD-9",3
06013304003,Contra Costa,6.8,3.3,11.9,1,3.8,0,7.5,3429,16.6,70.7,4.1,0.2,7.8,0,0.3,0.3,Census Tract 3040.03,none,100,2.9,1237.5,AD-11,SD-7,CD-9,3
06013304004,Contra Costa,6.4,2.7,14,0.5,4.7,0.5,6.9,3906,13.5,77.3,0.6,0,4.7,0,0.2,3.7,Census Tract 3040.04,none,100,0.7,5159.1,AD-11,SD-7,CD-9,3
06013304006,Contra Costa,7.5,2.9,9.9,3.5,5.3,0.5,11.7,3064,16.6,68.6,9.2,0,2.1,0,0.4,3,Census Tract 3040.06,none,100,14.9,268.2,AD-11,SD-7,CD-9,3
06013304007,Contra Costa,10.4,4,13.1,1.1,5.7,0,4.1,5706,19.6,59.8,7.1,0,6.9,0.2,0,6.3,Census Tract 3040.07,none,100,2.9,1600.1,AD-11,SD-7,CD-9,3
06013305000,Contra Costa,21.1,16.1,41,2.2,11.3,11.9,6.5,6078,45.6,24.3,15,0.5,9.2,0,0.3,5.1,Census Tract 3050,Antioch (100.0),0,3.1,2256.9,AD-11,SD-7,CD-11,3
06013306002,Contra Costa,37.4,19.1,21.2,0,9,0.8,8.1,4594,53.9,34.5,3.6,0.2,7.9,0,0,0,Census Tract 3060.02,"Antioch (86.8), Oakley (12.2)",1,2.9,1268.1,AD-11,SD-7,CD-9,3
06013306003,Contra Costa,22.4,20.1,15.2,0.8,5.6,10.1,4.3,5073,39.6,35.8,9.4,2,8.1,0,1.1,4,Census Tract 3060.03,Antioch (100.0),0,0.7,8112.8,AD-11,SD-7,"CD-11, CD-9",3
06013306004,Contra Costa,6.8,18.4,21,8,3.5,4.2,3.4,3359,26.7,42.4,23.4,0,1.7,0,0.4,5.5,Census Tract 3060.04,Antioch (100.0),0,0.6,5701.3,AD-11,SD-7,CD-9,3
06013307101,Contra Costa,13.1,7.6,24,4.2,8.6,7,2.8,4485,35.6,45.4,10.4,0.2,3.1,0,1,4.3,Census Tract 3071.01,Antioch (100.0),0,0.8,5505,AD-11,SD-7,CD-9,3
06013307102,Contra Costa,23.2,25,29.4,2.4,10.7,6.3,6.4,5850,49.8,22.7,15,0,4.1,0,0.2,8.2,Census Tract 3071.02,Antioch (100.0),0,0.6,9409.1,AD-11,SD-7,CD-11,3
06013307201,Contra Costa,33.5,25.4,35.9,2.1,6.1,15.8,1.2,4234,54,29.5,8.3,0,2.4,0,0,5.7,Census Tract 3072.01,Antioch (100.0),0,0.6,6300.8,AD-11,SD-7,CD-11,3
06013307202,Contra Costa,21,27.4,46.5,20.6,15.2,7,9.3,4443,35.5,13.1,33.6,0.4,2.6,6.9,1.2,6.6,Census Tract 3072.02,Antioch (100.0),0,0.3,16022.4,AD-11,SD-7,CD-11,3
06013307204,Contra Costa,23.7,13.7,10.2,0.9,11.1,8.5,0.6,4306,34.8,27.3,20,0,12,0,0.3,5.6,Census Tract 3072.04,Antioch (100.0),0,0.6,7814.9,AD-11,SD-7,CD-11,3
06013307205,Contra Costa,12.4,16.7,44.8,7.5,11,5,5.1,8047,40.5,22.6,21.8,0.1,5.8,0.2,0,8.9,Census Tract 3072.05,Antioch (100.0),0,1.2,6331.2,AD-11,SD-7,CD-11,3
06013308001,Contra Costa,10.6,12.9,16.6,6.3,11.2,0.6,2.7,7951,47.7,34.1,9.9,0,5,0.3,0,3,Census Tract 3080.01,Antioch (100.0),0,1.4,5397,AD-11,SD-7,"CD-11, CD-9",3
06013308002,Contra Costa,23.7,6.6,8.5,1,7.3,2.4,2.1,3992,30,29.5,15,0,22.6,0,0.3,2.6,Census Tract 3080.02,Antioch (100.0),0,1.5,3478.8,AD-11,SD-7,CD-9,3
06013309000,Contra Costa,26.2,8.5,22,4,14.2,0.6,3.3,3541,34,26.9,25.2,0,8.3,0.9,0,4.7,Census Tract 3090,Pittsburg (100.0),0,3.8,967.2,"AD-11, AD-14",SD-7,CD-11,3
06013310000,Contra Costa,34,29.3,34.4,3.8,6.2,25.7,3.9,6096,53.5,18.2,18.2,0,5.4,1.1,0,3.6,Census Tract 3100,Pittsburg (100.0),0,0.8,7989.1,AD-14,SD-7,CD-11,3
06013311000,Contra Costa,30.7,21.7,27.5,1.3,6.6,5,7,5142,61.9,9.7,12.3,0.9,12.1,0,0,3,Census Tract 3110,Pittsburg (100.0),0,0.6,9044.5,AD-14,SD-7,CD-11,3
06013312000,Contra Costa,32.3,25.5,31.8,8.3,7.7,13.3,1,2398,48.5,8,17,0.9,8.1,0.5,0,17,Census Tract 3120,Pittsburg (100.0),0,0.6,5395.1,AD-14,SD-7,CD-11,3
06013313102,Contra Costa,32.1,14.1,14.3,6.4,9.4,3,12.9,4367,34.2,12,24.7,0,21,1.4,0,6.8,Census Tract 3131.02,Pittsburg (100.0),0,0.8,6087.3,AD-11,SD-7,CD-11,3
06013313104,Contra Costa,33.4,35.6,26.6,4.6,7.1,6.1,3.1,2740,43.5,19.6,6.2,0,20.8,0,0,9.9,Census Tract 3131.04,Pittsburg (100.0),0,0.5,4948.2,AD-11,SD-7,CD-11,3
06013313105,Contra Costa,24.7,21.1,19.2,4.4,11.1,10.1,6,4701,38.7,31,16.9,0.2,10.2,0,0,3,Census Tract 3131.05,Pittsburg (100.0),0,0.8,7797.4,AD-11,SD-7,CD-11,3
06013313106,Contra Costa,28.6,10.8,13.2,2.1,6.4,6.5,5.6,6689,29.1,36.8,10.4,0,17.1,1,0.8,4.7,Census Tract 3131.06,"Antioch (15.0), Pittsburg (84.7)",0.4,5,1180.2,"AD-11, AD-14",SD-7,CD-11,3
06013313107,Contra Costa,17,8.8,15.3,0.7,9.4,0,1.4,2656,40.4,33.8,6.1,0,13.3,0,0,6.4,Census Tract 3131.07,Pittsburg (100.0),0,0.4,7188,"AD-11, AD-14",SD-7,CD-11,3
06013313203,Contra Costa,36.9,15.8,8.5,1.8,3.3,2.2,2.7,3366,45.5,22.2,10.5,0.3,10.6,0,6.9,4,Census Tract 3132.03,Pittsburg (99.9),0.1,1.2,2783.6,AD-14,SD-7,CD-11,3
06013313204,Contra Costa,29.6,25.1,11.3,5,5.4,9.8,4.9,5616,44,21.8,13.4,0,17,0,0,3.8,Census Tract 3132.04,"Concord (7.2), Pittsburg (92.8)",0,6.6,869.2,AD-14,SD-7,CD-11,3
06013313205,Contra Costa,23.6,16.2,11.3,1.2,6.6,2.8,0.3,1839,59.8,16,8.2,0,12.6,0,0.2,3.2,Census Tract 3132.05,Pittsburg (100.0),0,0.6,3185.2,AD-14,SD-7,CD-11,3
06013313206,Contra Costa,33.4,32.2,25.5,5.8,4.2,6.7,1.5,6271,60,14.4,10.4,0.1,10.4,2.1,0,2.6,Census Tract 3132.06,Pittsburg (100.0),0,0.7,9493.3,AD-14,SD-7,CD-11,3
06013314102,Contra Costa,39.4,30.6,16.5,3.6,4.5,14.4,0.9,6631,52.9,17.4,9.4,0.4,15.8,0.3,0,3.7,Census Tract 3141.02,Pittsburg (96.5),3.5,1.8,3763.6,AD-14,SD-7,CD-11,3
06013314103,Contra Costa,40.6,25.5,23.6,3.5,7.7,16.7,6.4,5167,60.7,10.9,13.2,0,13.9,0,0.3,1.1,Census Tract 3141.03,none,100,2.2,2511.7,AD-14,SD-7,CD-11,3
06013314105,Contra Costa,41.1,39.5,26.4,0,3.9,14.4,6.6,4921,64.8,7,17.3,0.9,8.4,0,0,1.6,Census Tract 3141.05,none,100,0.5,8950.5,AD-14,SD-7,CD-11,3
06013314106,Contra Costa,33.9,19.4,29.4,1.2,12.5,28.3,1.5,4691,57.3,12.8,9.7,0.3,8.2,0,0,11.6,Census Tract 3141.06,none,100,0.4,9583.3,AD-14,SD-7,CD-11,3
06013314200,Contra Costa,36.6,38.5,36.6,2.7,12.1,18.8,3.9,7565,80.7,11.5,1.4,0.1,3.7,0,0,2.6,Census Tract 3142,none,100,1.9,3799.6,AD-14,SD-7,CD-11,3
06013315000,Contra Costa,20.4,5.3,11.5,1.7,4.6,4.4,1.9,3570,31.3,36.8,15.9,0,11.1,2.2,0.4,2.2,Census Tract 3150,Concord (0.4),99.6,15.6,220.5,AD-14,SD-7,"CD-11, CD-5",3
06013316000,Contra Costa,7.4,25,44.1,5.2,6.4,4.8,3.4,1084,19.4,53.6,17,0,1,0,0,9,Census Tract 3160,Martinez (100.0),0,0.6,2730,AD-14,SD-3,CD-5,3
06013317000,Contra Costa,11,2.2,17,11,11.9,0,6.3,2031,3.9,77.5,4.2,0.2,5.3,0,0,8.8,Census Tract 3170,Martinez (100.0),0,0.6,3319.3,AD-14,"SD-3, SD-7",CD-5,3
06013318000,Contra Costa,7.7,5.4,13,2,6.6,6.1,5.5,3629,15.1,67.7,4.4,0,9,0,0,3.8,Census Tract 3180,Martinez (99.9),0.1,4.6,744.6,AD-14,SD-3,"CD-11, CD-5",3
06013319001,Contra Costa,10.8,4.8,5.9,0,2.3,0.5,1.6,4433,27.1,61,2.8,0,4.4,0,0,4.6,Census Tract 3190.01,Martinez (68.8),31.2,0.6,7259,AD-14,SD-3,CD-5,3
06013319002,Contra Costa,10.9,1.5,6.4,2.5,5.1,0.9,1.8,3847,26.6,65.2,2,0,2.2,0,0,3.9,Census Tract 3190.02,Martinez (69.3),30.7,0.6,6494.9,AD-14,SD-3,CD-5,3
06013320001,Contra Costa,11.7,12,11.3,4.4,8.5,6.2,1.4,2999,28.5,57.2,0.3,0,6.6,3.3,0.3,3.7,Census Tract 3200.01,Martinez (20.1),79.9,5.7,636.1,AD-14,"SD-3, SD-7",CD-5,3
06013320003,Contra Costa,13.8,3.7,0,0,0.5,1.1,5.9,2982,9.7,71.2,0.7,0,11,0,0,7.4,Census Tract 3200.03,Martinez (100.0),0,0.5,5828.4,AD-14,SD-3,CD-5,3
06013320004,Contra Costa,15.4,1.7,5,2.6,1.9,0.7,6.3,6580,16.6,57.4,3.5,0,16.2,0,0,6.3,Census Tract 3200.04,Martinez (82.1),17.9,2.3,3083.3,AD-14,"SD-3, SD-7","CD-11, CD-5",3
06013321101,Contra Costa,12.7,3.3,9.2,0.9,5.4,4.1,3.7,7100,22.9,54.8,2.9,0.4,9.4,0,0.6,9,Census Tract 3211.01,Martinez (100.0),0,1.7,3896,AD-14,SD-3,"CD-11, CD-5",3
06013321102,Contra Costa,12.1,1.3,5.6,4,7.1,0,2.7,6548,10.6,69.7,3.3,0,11.4,0,0,5,Census Tract 3211.02,"Martinez (55.2), Pleasant Hill (39.9)",4.9,2.1,3319.4,AD-14,"SD-3, SD-7",CD-11,3
06013321103,Contra Costa,12.9,1.8,6.1,1.5,2.6,0.6,3.3,4728,9.5,70.5,2.5,0.9,10.6,0,1,5.1,Census Tract 3211.03,Martinez (90.7),9.3,2,2355.8,AD-14,"SD-3, SD-7","CD-11, CD-5",3
06013321200,Contra Costa,37,7.9,13.5,0.8,6.7,7.3,6.2,5577,19.1,41.9,2.1,0,31.6,0.4,0.4,4.4,Census Tract 3212,"Martinez (1.7), Pleasant Hill (63.2)",35.1,0.9,6305.8,AD-14,"SD-3, SD-7","CD-11, CD-5",3
06013322000,Contra Costa,16.6,5.9,6.6,0.3,3.5,3.5,5.8,6746,18.1,57.6,0.6,0,13.7,2,0.6,7.4,Census Tract 3220,Pleasant Hill (100.0),0,1.7,3862.6,AD-14,SD-3,CD-11,3
06013323000,Contra Costa,17,3.5,5.4,2.6,5.3,2.7,2.9,4470,19.8,62.2,2.2,0,11.9,0,1.2,2.7,Census Tract 3230,Pleasant Hill (100.0),0,0.7,6246.2,AD-14,SD-3,CD-11,3
06013324002,Contra Costa,26,2.7,13.4,0,2.5,1.6,14.7,4922,11.4,55.9,8.5,0,15.9,0,1,7.4,Census Tract 3240.02,"Concord (0.0), Pleasant Hill (100.0)",0,0.8,7051.6,AD-14,"SD-3, SD-7",CD-11,3
06013324003,Contra Costa,33.6,2.8,17.6,6.7,5.5,9,24.6,3029,5.8,68.2,7.3,0,15.5,0.3,0,2.7,Census Tract 3240.03,Pleasant Hill (4.1),95.9,0.2,20249.3,AD-14,"SD-3, SD-7",CD-11,3
06013324004,Contra Costa,22.2,7.8,12.5,0,3.2,14.1,7.9,2468,16.2,54.3,1.4,0,23.5,0,0,4.5,Census Tract 3240.04,Pleasant Hill (60.2),39.8,0.5,5951,AD-14,"SD-3, SD-7",CD-11,3
06013325000,Contra Costa,18.7,5.1,12,0.4,2,4.5,2,6619,20,59.9,5.6,0,6.7,0,0.9,7,Census Tract 3250,Pleasant Hill (100.0),0,1.1,5054.7,AD-14,SD-3,CD-11,3
06013326000,Contra Costa,12.1,1.1,9.4,0,4.2,3,4.1,3663,5.6,75.8,0.1,0,9.8,0.8,0.7,7.2,Census Tract 3260,Pleasant Hill (70.0),30,0.9,3813.1,AD-14,"SD-3, SD-7",CD-11,3
06013327001,Contra Costa,28.8,24.2,8.1,4.9,4.1,0.4,4.9,3445,42.1,39.2,9.8,0.8,4.1,0,0,3.9,Census Tract 3270.01,Concord (42.0),58,2.6,1337.2,AD-14,"SD-3, SD-7",CD-11,3
06013327002,Contra Costa,26.1,4.9,11.9,1.6,5.4,8.7,3.9,3664,32.6,46.8,1.7,0.4,11.4,1,0,6.1,Census Tract 3270.02,Concord (100.0),0,0.6,6595.4,AD-14,SD-7,CD-11,3
06013328000,Contra Costa,30.4,15.2,34.8,2.9,4.3,11.8,12.4,2275,21.4,51.1,3,0,20.6,0,0,3.9,Census Tract 3280,Concord (100.0),0,0.4,5768.9,AD-14,SD-7,CD-11,3
06013329000,Contra Costa,21.5,14.7,6.4,0.7,3.5,9.1,4.5,6497,38.8,36.9,6.2,0,9.9,0,0,8.2,Census Tract 3290,Concord (100.0),0,1.1,6206.1,AD-14,SD-7,CD-11,3
06013330000,Contra Costa,21,12.1,10.8,3.4,5.4,4.1,2.1,5679,29.6,49.2,1.1,0,11,0.3,2.4,6.5,Census Tract 3300,Concord (100.0),0,0.8,6696,AD-14,SD-7,CD-11,3
06013331000,Contra Costa,17.2,6.4,20.2,0,2.8,3.6,5.1,7229,20.2,53.3,5.4,0.8,10.6,0,0.4,9.3,Census Tract 3310,Concord (100.0),0,1.1,6746.4,AD-14,SD-7,CD-11,3
06013332000,Contra Costa,18.2,9.9,11.9,0.8,3.3,3.2,3.1,8888,27.2,49.7,1.1,0,11.1,0,1.1,9.8,Census Tract 3320,Concord (100.0),0,1.2,6661.3,AD-14,SD-7,CD-11,3
06013333101,Contra Costa,13.8,6.8,7,2,5.7,3.9,2.6,4207,17.2,61.8,0,0.7,17.4,0.8,0,2.2,Census Tract 3331.01,Concord (84.2),15.8,0.7,5704,AD-14,SD-7,CD-11,3
06013333102,Contra Costa,15.8,5.4,4.1,0,5.6,1.9,7.5,4314,13.5,58.7,4.9,0.1,17.9,0,0,4.8,Census Tract 3331.02,Concord (96.5),3.5,0.8,5431,AD-14,SD-7,CD-11,3
06013333200,Contra Costa,14.2,3,3.8,1.6,4.1,1.5,3.9,6108,16.4,60.6,1.2,0,8,0,0.2,13.5,Census Tract 3332,Concord (100.0),0,0.9,6494,AD-14,SD-7,CD-11,3
06013334001,Contra Costa,27.6,8.1,18.4,5.1,6,5.2,2.2,4128,17.6,51.3,1.1,0.3,24.6,0,0,5.1,Census Tract 3340.01,Concord (100.0),0,0.5,7927.3,AD-14,SD-7,CD-11,3
06013334006,Contra Costa,22.5,2.4,8.2,1.5,3.2,3,6.8,4521,16.9,56.4,5.3,0.2,14.7,0,0.4,6.1,Census Tract 3340.06,Concord (100.0),0,0.6,7500.5,AD-14,SD-7,CD-11,3
06013334007,Contra Costa,25.3,9.4,19.5,2.1,8.9,11.4,8.5,3717,16.1,60.7,5.2,0,8.4,0,0,9.6,Census Tract 3340.07,Concord (100.0),0,0.6,6866.5,AD-14,SD-7,CD-11,3
06013334008,Contra Costa,26.3,6.3,16.7,0,1.5,4.6,14.7,4167,14.2,54.8,14.7,0,14.5,0,0,1.8,Census Tract 3340.08,Concord (100.0),0,0.5,8622.6,AD-14,SD-7,CD-11,3
06013334200,Contra Costa,16.1,1.1,4.7,2.4,7.5,0,3.4,7508,9.8,72.3,3.4,0,10.6,0.3,0,3.5,Census Tract 3342,Walnut Creek (31.2),68.8,2.6,2744.8,AD-16,SD-7,CD-11,3
06013335000,Contra Costa,24.5,9.8,8.6,0.6,1.7,10.7,12.9,3544,20.7,50.8,1.5,0,16.9,0,0,10,Census Tract 3350,Concord (100.0),0,0.7,4989.7,AD-14,SD-7,CD-11,3
06013336101,Contra Costa,45.7,12.5,23.6,2,4.2,9.9,9.2,4996,54.2,18.1,6.1,0,6.7,13.1,0,1.7,Census Tract 3361.01,Concord (100.0),0,0.3,18402.8,AD-14,SD-7,CD-11,3
06013336103,Contra Costa,38.5,30.5,38.8,4.2,6.3,21.3,5.7,4779,63.5,15.1,5.3,0,13.4,0,0,2.7,Census Tract 3361.03,Concord (100.0),0,0.2,22859.1,AD-14,SD-7,CD-11,3
06013336104,Contra Costa,34.9,33.9,14.7,11.2,2,18.7,6.3,3122,50.3,25.5,9.2,0.2,10.4,0,0.3,4.2,Census Tract 3361.04,Concord (100.0),0,0.1,43959.2,AD-14,SD-7,CD-11,3
06013336201,Contra Costa,24.6,15.3,22.6,1.3,6.6,6.4,2.6,3867,38.5,33.7,4.9,0.1,16.5,0,0,6.3,Census Tract 3362.01,Concord (100.0),0,0.5,8480.3,AD-14,"SD-3, SD-7",CD-11,3
06013336202,Contra Costa,45.3,35.3,37.2,1.9,4.4,27.9,7.2,6222,68.6,17.2,1.6,0,10.8,0,0,1.8,Census Tract 3362.02,Concord (100.0),0,0.3,21544.8,AD-14,SD-7,CD-11,3
06013337100,Contra Costa,23.6,8.2,11.1,0,6,0.4,1.6,3237,23.6,44.8,4.2,0.3,17.2,0,0,9.9,Census Tract 3371,Concord (100.0),0,1.1,3008.8,AD-14,SD-7,CD-11,3
06013337201,Contra Costa,23.8,4,24.6,2.4,3.3,6.1,9,2887,22.3,52.4,3.5,0.4,13.4,0,0.9,7,Census Tract 3372.01,Concord (100.0),0,0.6,4577.3,AD-14,SD-7,CD-11,3
06013337202,Contra Costa,26.8,12.8,17.4,3,5.8,11.3,6.9,5312,28.1,54,3,0,8,0,0,6.9,Census Tract 3372.02,Concord (100.0),0,0.7,7508.9,AD-14,SD-7,CD-11,3
06013337300,Contra Costa,16.1,4,8.1,1.2,8.6,5.1,9.2,6006,9.6,65.7,2.3,0,16,0,0.2,6.1,Census Tract 3373,"Concord (62.4), Walnut Creek (37.6)",0,1.7,3640.1,AD-14,SD-7,CD-11,3
06013338101,Contra Costa,36.4,20.3,13.2,2.6,5.3,18.1,9.6,5908,43,38.7,1.8,0,14.4,0,0.2,1.9,Census Tract 3381.01,Concord (100.0),0,0.4,11847.1,AD-14,SD-7,CD-11,3
06013338102,Contra Costa,24,3.2,5.7,0.2,4.3,2.5,3.6,3457,21.8,60.7,1.5,0,11,0.4,0.4,4.1,Census Tract 3381.02,Concord (91.6),8.4,0.6,5797.3,AD-14,SD-7,CD-11,3
06013338201,Contra Costa,22.7,1,3.2,2.4,3.5,3.6,2.4,4095,7.6,67.2,5,0,15.2,0,0,4.9,Census Tract 3382.01,"Concord (33.3), Walnut Creek (66.7)",0,1.4,2679.1,"AD-14, AD-16",SD-7,CD-11,3
06013338203,Contra Costa,35.3,1.1,6.8,1.1,4.7,5.1,20.1,5675,12.2,45.9,1.7,0.2,34.8,0,0,5.2,Census Tract 3382.03,Walnut Creek (34.0),66,0.6,8834,"AD-14, AD-16",SD-7,CD-11,3
06013338204,Contra Costa,24.8,0.9,6.1,0.6,5.2,4.2,18.9,7110,11.5,56.3,4.4,0,19.9,1,0,6.9,Census Tract 3382.04,Walnut Creek (99.9),0.1,1,6094.8,"AD-14, AD-16",SD-7,CD-11,3
06013338301,Contra Costa,22.5,2,2.9,0,2,3.6,3.8,2853,7.3,74.2,0.4,0,13,0,0.4,4.7,Census Tract 3383.01,Walnut Creek (100.0),0,0.8,4037.3,AD-14,SD-7,CD-11,3
06013338302,Contra Costa,23.8,1.8,4.9,2.1,7.7,7.3,5.1,5645,19.5,52.6,0.4,0,22.6,0,0,5,Census Tract 3383.02,Walnut Creek (89.9),10.1,2.7,2240.9,"AD-14, AD-16",SD-7,CD-11,3
06013339001,Contra Costa,36.9,4,14.9,3,7.9,10.8,22.4,3812,15.9,60.5,6.2,0,10.6,0.3,0.6,5.8,Census Tract 3390.01,Walnut Creek (100.0),0,0.4,8386.2,AD-16,SD-7,CD-11,3
06013339003,Contra Costa,18.8,2.6,14.7,0.6,3.6,3.1,22.5,3802,9.8,65.9,1.2,0,11.9,0,0.8,10.3,Census Tract 3390.03,Walnut Creek (100.0),0,0.4,9268.7,AD-16,SD-7,CD-11,3
06013339004,Contra Costa,37.5,0.6,7.6,3.6,3.7,8.9,10.7,3263,14.3,63.9,0.5,0.3,19.5,0,0,1.5,Census Tract 3390.04,Walnut Creek (100.0),0,0.4,8808.1,"AD-14, AD-16",SD-7,CD-11,3
06013340001,Contra Costa,26.1,4.9,21.2,6,5.4,7.7,7.8,6205,13.3,54.1,4,0.1,21.9,1.5,0,5,Census Tract 3400.01,Walnut Creek (100.0),0,1,6127.8,"AD-14, AD-16",SD-7,CD-11,3
06013340003,Contra Costa,19.1,1.4,6.9,1.1,8.4,4.4,5,3603,5.7,59.4,0.1,0.2,27,0.5,1.8,5.3,Census Tract 3400.03,Walnut Creek (92.7),7.3,1,3745,"AD-14, AD-16",SD-7,CD-11,3
06013340004,Contra Costa,10.5,2.4,1.9,0.2,6.7,0,5.1,4087,16.5,72.6,0,0.3,7.2,0,0,3.4,Census Tract 3400.04,"Lafayette (25.3), Walnut Creek (43.9)",30.8,1.6,2552.4,AD-16,SD-7,CD-11,3
06013341000,Contra Costa,21.4,1.2,4,0,1.9,1.7,4.3,5056,8,68.4,1.1,0,16.6,0,0.6,5.3,Census Tract 3410,"Lafayette (19.4), Walnut Creek (1.5)",79.1,1.6,3448.2,AD-16,SD-7,CD-11,3
06013343001,Contra Costa,17.7,1.5,6.9,4.4,5.1,3.6,8.5,5585,8.7,71.3,0,0,6.9,0.5,0,12.6,Census Tract 3430.01,Walnut Creek (76.6),23.4,1,5016.5,AD-16,SD-7,CD-11,3
06013343002,Contra Costa,28,3.2,11,0,0.2,5.3,7.1,4236,11.6,55.3,2.1,0,23.7,0,0,7.3,Census Tract 3430.02,Walnut Creek (79.3),20.7,1.3,3567.6,AD-16,SD-7,CD-11,3
06013343003,Contra Costa,21,1,2.1,0.7,3,2,3,3605,6.9,74.7,0,0.4,11.9,0.9,0.3,4.9,Census Tract 3430.03,Walnut Creek (48.1),51.9,2.1,1926.4,AD-16,SD-7,CD-11,3
06013345101,Contra Costa,28.4,1,4,1.1,2.3,2.6,7.1,6556,11.9,37.9,3.1,0.8,40.9,0,0,5.4,Census Tract 3451.01,San Ramon (100.0),0,0.8,7509.5,AD-16,SD-7,CD-15,3
06013345102,Contra Costa,24.1,4.1,2.5,2.4,7.2,2,6.5,4105,14.8,52.2,2.7,0.2,26.6,0,0,3.6,Census Tract 3451.02,San Ramon (100.0),0,0.7,6197.1,AD-16,SD-7,CD-15,3
06013345103,Contra Costa,23.9,2.5,6.6,0.7,4.8,3.2,9.4,5363,5.8,60.2,4.9,0,23.1,0,0.3,5.7,Census Tract 3451.03,San Ramon (100.0),0,1.2,4200.2,AD-16,SD-7,CD-15,3
06013345105,Contra Costa,13.1,1.1,7.6,0.6,2.5,1,3.4,6436,7.9,75.7,0.5,0.1,10.3,0.3,0,5.3,Census Tract 3451.05,"Danville (99.8), San Ramon (0.2)",0,1.4,4571.2,AD-16,SD-7,"CD-11, CD-15",3
06013345111,Contra Costa,42.2,6.3,9.6,3,3.6,0.8,14.6,5684,11.9,29.4,2.1,0.1,51.5,0,0.2,4.9,Census Tract 3451.11,San Ramon (100.0),0,0.9,6704.8,AD-16,SD-7,CD-15,3
06013345112,Contra Costa,32.6,1.7,5.4,1.7,3.8,6.8,7.4,6478,8.2,48.7,0,0,39.4,0,0.8,2.9,Census Tract 3451.12,San Ramon (87.6),12.4,3.3,2691.7,AD-16,SD-7,CD-15,3
06013345113,Contra Costa,33.3,1.3,6.5,0.8,2.6,3,12.2,4993,7,54.7,1.9,0,29.2,0.2,0,6.9,Census Tract 3451.13,"Danville (70.7), San Ramon (29.3)",0,2.1,2205.6,AD-16,SD-7,"CD-11, CD-15",3
06013345114,Contra Costa,12.3,1.4,3.1,0,3,1.3,4.2,6589,6.5,78.5,3.3,0,8.7,0,0.3,2.8,Census Tract 3451.14,Danville (100.0),0,2.2,3004.5,AD-16,SD-7,"CD-11, CD-15",3
06013345115,Contra Costa,30.8,6.3,4,0.9,5.7,7.6,5.7,6628,5.8,48.4,0.2,0.3,42.2,0,0,3.1,Census Tract 3451.15,San Ramon (81.7),18.3,6.1,1040.8,AD-16,SD-7,CD-15,3
06013345116,Contra Costa,20.8,0.6,2.8,4.5,4.2,0,9.9,2863,11.6,56.3,2.5,0.2,27.5,0,0,1.9,Census Tract 3451.16,San Ramon (100.0),0,0.5,6058.1,AD-16,SD-7,CD-15,3
06013345117,Contra Costa,30.5,0,2.5,0.7,2.9,10.4,6.6,4455,9.5,52.9,1.3,0,28.7,0,0,7.5,Census Tract 3451.17,San Ramon (100.0),0,0.9,4858.6,AD-16,SD-7,CD-15,3
06013345118,Contra Costa,27.8,3.5,8,2.1,4.2,1.5,7.6,3464,8.8,48,4.2,0,31.7,0,0.6,6.8,Census Tract 3451.18,San Ramon (100.0),0,1.9,2159.3,AD-16,SD-7,CD-15,3
