"","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"198","AL0240100","Luverne Police Department","City","Alabama","AL","East South Central","South","Region III","CRENSHAW","FALSE","31.732826","-86.319222","NULL"
"199","AL0240200","Brantley Police Department","City","Alabama","AL","East South Central","South","Region III","CRENSHAW","FALSE","31.732826","-86.319222","NULL"
"200","AL0240300","Dozier Police Department","City","Alabama","AL","East South Central","South","Region III","CRENSHAW","FALSE","31.732826","-86.319222","NULL"
"201","AL0250000","Cullman County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","CULLMAN","FALSE","34.131923","-86.869267","NULL"
"202","AL0250100","Cullman Police Department","City","Alabama","AL","East South Central","South","Region III","CULLMAN","FALSE","34.131923","-86.869267","NULL"
"203","AL0250200","Hanceville Police Department","City","Alabama","AL","East South Central","South","Region III","CULLMAN","FALSE","34.131923","-86.869267","NULL"
"204","AL0250500","Wallace State Community College","University or College","Alabama","AL","East South Central","South","Region III","CULLMAN","FALSE","NULL","NULL","NULL"
"205","AL0260000","Dale County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"206","AL0260100","Ozark Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"207","AL0260200","Daleville Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"208","AL0260300","Level Plains Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"209","AL0260400","Napier Field Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.314436","-85.453896","NULL"
"210","AL0260500","Newton Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"211","AL0260600","Midland City Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"212","AL0260700","Pinckard Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"213","AL0260800","Ariton Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.430654","-85.609476","NULL"
"214","AL0260900","Clayhatchee Police Department","City","Alabama","AL","East South Central","South","Region III","DALE","FALSE","31.23572","-85.72021","NULL"
"215","AL0270000","Dallas County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","DALLAS","FALSE","32.33354","-87.114356","NULL"
"216","AL0270100","Selma Police Department","City","Alabama","AL","East South Central","South","Region III","DALLAS","FALSE","32.33354","-87.114356","NULL"
"217","AL0270200","Wallace Community College: Selma","University or College","Alabama","AL","East South Central","South","Region III","DALLAS","FALSE","32.33354","-87.114356","NULL"
"218","AL0280000","DeKalb County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"219","AL0280100","Fort Payne Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.440315","-85.72332","NULL"
"220","AL0280200","Collinsville Police Department","City","Alabama","AL","East South Central","South","Region III","CHEROKEE; DEKALB","FALSE","34.460929","-85.803992","NULL"
"221","AL0280300","Geraldine Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"222","AL0280400","Henagar Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"223","AL0280500","Powell Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"224","AL0280600","Mentone Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"225","AL0280700","Rainsville Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"226","AL0280800","Hammondville Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.57885","-85.62933","NULL"
"227","AL0281000","Crossville Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"228","AL0281100","Fyffe Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"229","AL0281200","Sylvania Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"230","AL0281300","Valley Head Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"231","AL0281400","Ider Police Department","City","Alabama","AL","East South Central","South","Region III","DEKALB","FALSE","34.460929","-85.803992","NULL"
"232","AL0290000","Elmore County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","ELMORE","FALSE","32.597229","-86.142738","NULL"
"233","AL0290100","Wetumpka Police Department","City","Alabama","AL","East South Central","South","Region III","ELMORE","FALSE","32.597229","-86.142738","NULL"
"234","AL0290200","Tallassee Police Department","City","Alabama","AL","East South Central","South","Region III","TALLAPOOSA; ELMORE","FALSE","32.597229","-86.142738","NULL"
"235","AL0290300","Eclectic Police Department","City","Alabama","AL","East South Central","South","Region III","ELMORE","FALSE","32.597229","-86.142738","NULL"
"236","AL0290400","Coosada Police Department","City","Alabama","AL","East South Central","South","Region III","ELMORE","FALSE","32.597229","-86.142738","NULL"
"237","AL0290600","Millbrook Police Department","City","Alabama","AL","East South Central","South","Region III","AUTAUGA; ELMORE","FALSE","32.597229","-86.142738","NULL"
"238","AL0290700","Central Alabama Drug Task Force","Other","Alabama","AL","East South Central","South","Region III","ELMORE","FALSE","NULL","NULL","NULL"
"239","AL0300000","Escambia County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","ESCAMBIA","FALSE","31.106821","-87.071945","NULL"
"240","AL0300100","Atmore Police Department","City","Alabama","AL","East South Central","South","Region III","ESCAMBIA","FALSE","31.121747","-87.168429","NULL"
"241","AL0300200","Brewton Police Department","City","Alabama","AL","East South Central","South","Region III","ESCAMBIA","FALSE","31.121747","-87.168429","NULL"
"242","AL0300300","East Brewton Police Department","City","Alabama","AL","East South Central","South","Region III","ESCAMBIA","FALSE","31.121747","-87.168429","NULL"
"243","AL0300400","Flomaton Police Department","City","Alabama","AL","East South Central","South","Region III","ESCAMBIA","FALSE","31.121747","-87.168429","NULL"
"244","AL0310000","Etowah County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","34.01584","-86.011925","NULL"
"245","AL0310100","Attalla Police Department","City","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","34.022778","-86.08711","NULL"
"246","AL0310200","Gadsden Police Department","City","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","34.047648","-86.034522","NULL"
"247","AL0310400","Glencoe Police Department","City","Alabama","AL","East South Central","South","Region III","CALHOUN; ETOWAH","FALSE","34.047648","-86.034522","NULL"
"248","AL0310500","Rainbow City Police Department","City","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","33.951508","-86.044334","NULL"
"249","AL0310600","Hokes Bluff Police Department","City","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","34.047648","-86.034522","NULL"
"250","AL0310700","Southside Police Department","City","Alabama","AL","East South Central","South","Region III","CALHOUN; ETOWAH","FALSE","33.92092","-86.02231","NULL"
"251","AL0310800","Sardis City Police Department","City","Alabama","AL","East South Central","South","Region III","MARSHALL; ETOWAH","FALSE","34.047648","-86.034522","NULL"
"252","AL0310900","Altoona Police Department","City","Alabama","AL","East South Central","South","Region III","BLOUNT; ETOWAH","FALSE","34.047648","-86.034522","NULL"
"253","AL0311000","Walnut Grove Police Department","City","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","34.047648","-86.034522","NULL"
"254","AL0312200","Etowah County Drug Enforcement Unit","Other","Alabama","AL","East South Central","South","Region III","ETOWAH","FALSE","34.047648","-86.034522","NULL"
"255","AL0320000","Fayette County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","FAYETTE","FALSE","33.685856","-87.83186","NULL"
"256","AL0320100","Fayette Police Department","City","Alabama","AL","East South Central","South","Region III","FAYETTE","FALSE","33.716157","-87.764292","NULL"
"257","AL0320200","Berry Police Department","City","Alabama","AL","East South Central","South","Region III","FAYETTE","FALSE","33.661625","-87.60143","NULL"
"258","AL0330000","Franklin County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","FRANKLIN","FALSE","34.441989","-87.842814","NULL"
"259","AL0330100","Russellville Police Department","City","Alabama","AL","East South Central","South","Region III","FRANKLIN","FALSE","34.476738","-87.72945","NULL"
"260","AL0330200","Phil Campbell Police Department","City","Alabama","AL","East South Central","South","Region III","FRANKLIN","FALSE","34.441989","-87.842814","NULL"
"261","AL0330300","Red Bay Police Department","City","Alabama","AL","East South Central","South","Region III","FRANKLIN","FALSE","34.441989","-87.842814","NULL"
"262","AL0330500","Hodges Police Department","City","Alabama","AL","East South Central","South","Region III","FRANKLIN","FALSE","34.441989","-87.842814","NULL"
"263","AL0340000","Geneva County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","GENEVA","FALSE","31.092392","-85.821011","NULL"
"264","AL0340100","Geneva Police Department","City","Alabama","AL","East South Central","South","Region III","GENEVA","FALSE","31.092392","-85.821011","NULL"
"265","AL0340200","Samson Police Department","City","Alabama","AL","East South Central","South","Region III","GENEVA","FALSE","31.092392","-85.821011","NULL"
"266","AL0340300","Hartford Police Department","City","Alabama","AL","East South Central","South","Region III","GENEVA","FALSE","31.092392","-85.821011","NULL"
"267","AL0340400","Slocomb Police Department","City","Alabama","AL","East South Central","South","Region III","GENEVA","FALSE","31.092392","-85.821011","NULL"
"268","AL0350000","Greene County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","GREENE","FALSE","32.844497","-87.9642","NULL"
"269","AL0350100","Eutaw Police Department","City","Alabama","AL","East South Central","South","Region III","GREENE","FALSE","32.844497","-87.9642","NULL"
"270","AL0360000","Hale County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","HALE","FALSE","32.752796","-87.623061","NULL"
"271","AL0360100","Greensboro Police Department","City","Alabama","AL","East South Central","South","Region III","HALE","FALSE","32.7041","-87.59217","NULL"
"272","AL0360200","Moundville Police Department","City","Alabama","AL","East South Central","South","Region III","TUSCALOOSA; HALE","FALSE","32.752796","-87.623061","NULL"
"273","AL0370000","Henry County Sheriff's Office","County","Alabama","AL","East South Central","South","Region III","HENRY","FALSE","31.516978","-85.239971","NULL"
"274","AL0370100","Abbeville Police Department","City","Alabama","AL","East South Central","South","Region III","HENRY","FALSE","31.516978","-85.239971","NULL"
